SKU,Store,Bin,Bin Rank
9339,401063,LD-AC-G1-B1-B3-07-D,12202
9339,401063,LD-AC-G1-B1-B3-07-D,12202
889,401063,LD-AC-G1-B1-B3-07-E,12204
889,401063,LD-AC-G1-B1-B3-07-E,12204
889,401063,LD-AC-G1-B1-B3-07-E,12204
889,401063,LD-AC-G1-B1-B3-07-E,12204
5872,401063,LD-AC-G1-B1-B3-07-E,12204
13542,401063,LD-AC-G1-B1-B3-07-A,12206
13542,401063,LD-AC-G1-B1-B3-07-A,12206
180394,401063,LD-AC-G1-B1-B3-07-A,12206
1581,401063,LD-AB-G1-B1-B2-08-D,12208
1581,401063,LD-AB-G1-B1-B2-08-D,12208
15596,401063,LD-AB-G1-B1-B2-08-D,12208
184158,401063,LD-AB-G1-B1-B2-08-C,12211
18290,401063,LD-AB-G1-B1-B2-08-C,12211
199589,401063,LD-AB-G1-B1-B2-08-C,12211
752,401063,LD-AB-G1-B1-B2-10-D,12214
1581,401063,LD-AB-G1-B1-B2-10-D,12214
17300,401063,LD-AB-G1-B1-B2-10-F,12215
8667,401063,LD-AB-G1-B1-B2-10-E,12216
2632,401063,LD-AB-G1-B1-B2-10-E,12216
2632,401063,LD-AB-G1-B1-B2-10-E,12216
264926,401063,LD-AB-G1-B1-B2-12-C,12223
129917,401063,LD-AB-G1-B1-B2-14-D,12226
255215,401063,LD-AB-G1-B1-B2-14-A,12230
165669,401063,LD-AB-G1-B1-B2-11-A,12242
139673,401063,LD-AB-G1-B1-B2-09-B,12243
4086,401063,LD-AB-G1-B1-B2-09-E,12246
240283,401063,LD-AB-G1-B1-B2-09-E,12246
8696,401063,LD-AB-G1-B1-B2-07-B,12249
9338,401063,LD-AB-G1-B1-B2-07-A,12254
21643,401063,LD-AB-G1-B1-B2-07-A,12254
1629,401063,LD-AA-G1-B1-B1-08-B,12256
176985,401063,LD-AA-G1-B1-B1-08-B,12256
176985,401063,LD-AA-G1-B1-B1-08-B,12256
176985,401063,LD-AA-G1-B1-B1-08-B,12256
176985,401063,LD-AA-G1-B1-B1-08-B,12256
176985,401063,LD-AA-G1-B1-B1-08-B,12256
176985,401063,LD-AA-G1-B1-B1-08-B,12256
25798,401063,LD-AA-G1-B1-B1-08-C,12257
203396,401063,LD-AA-G1-B1-B1-08-E,12259
68036,401063,LD-AA-G1-B1-B1-10-A,12261
2444,401063,LD-AA-G1-B1-B1-10-E,12265
25959,401063,LD-AA-G1-B1-B1-12-C,12269
25959,401063,LD-AA-G1-B1-B1-12-C,12269
2305,401063,LD-AA-G1-B1-B1-12-F,12272
1147,401063,LD-AA-G1-B1-B1-14-A,12273
89111,401063,LD-AA-G1-B1-B1-14-E,12277
