SKU,Store,Bin,Bin Rank
22593,401371,LD-AD-G1-B1-B4-10-F,12072
24571,401371,LD-AD-G1-B1-B4-10-F,12072
164556,401371,LD-AD-G1-B1-B4-10-D,12073
48254,401371,LD-AD-G1-B1-B4-09-E,12078
2159,401371,LD-AD-G1-B1-B4-09-C,12079
202132,401371,LD-AD-G1-B1-B4-07-B,12081
59006,401371,LD-AD-G1-B1-B4-07-B,12081
15538,401371,LD-AD-G1-B1-B4-08-D,12085
266307,401371,LD-AD-G1-B1-B4-08-B,12086
22989,401371,LD-AD-G1-B1-B4-08-A,12087
11989,401371,LD-AD-G1-B1-B4-08-A,12087
2342,401371,LD-AD-G1-B1-B4-07-A,12092
12727,401371,LD-AD-G1-B1-B4-07-A,12092
239876,401371,LD-AD-G1-B1-B4-05-B,12093
239876,401371,LD-AD-G1-B1-B4-05-B,12093
52705,401371,LD-AD-G1-B1-B4-05-D,12094
230539,401371,LD-AD-G1-B1-B4-05-D,12094
225364,401371,LD-AD-G1-B1-B4-05-F,12095
46261,401371,LD-AD-G1-B1-B4-06-F,12096
2051,401371,LD-AD-G1-B1-B4-06-D,12097
81685,401371,LD-AD-G1-B1-B4-06-B,12098
210289,401371,LD-AD-G1-B1-B4-06-B,12098
210289,401371,LD-AD-G1-B1-B4-06-B,12098
60854,401371,LD-AD-G1-B1-B4-06-A,12099
81251,401371,LD-AD-G1-B1-B4-06-E,12101
205653,401371,LD-AD-G1-B1-B4-05-C,12103
942,401371,LD-AD-G1-B1-B4-05-A,12104
59342,401371,LD-AD-G1-B1-B4-04-D,12109
60854,401371,LD-AD-G1-B1-B4-04-B,12110
78278,401371,LD-AD-G1-B1-B4-04-A,12111
117654,401371,LD-AD-G1-B1-B4-04-C,12112
11524,401371,LD-AD-G1-B1-B4-04-C,12112
20188,401371,LD-AD-G1-B1-B4-03-C,12115
1016,401371,LD-AD-G1-B1-B4-03-C,12115
118249,401371,LD-AD-G1-B1-B4-01-B,12117
263312,401371,LD-AD-G1-B1-B4-02-F,12120
261039,401371,LD-AD-G1-B1-B4-02-D,12121
12408,401371,LD-AD-G1-B1-B4-02-B,12122
54683,401371,LD-AD-G1-B1-B4-02-C,12124
10778,401371,LD-AD-G1-B1-B4-02-E,12125
60793,401371,LD-AD-G1-B1-B4-01-E,12126
2159,401371,LD-AD-G1-B1-B4-01-C,12127
7611,401371,LD-AC-G1-B1-B3-02-E,12131
21895,401371,LD-AC-G1-B1-B3-02-E,12131
19832,401371,LD-AC-G1-B1-B3-02-F,12132
225364,401371,LD-AC-G1-B1-B3-06-A,12141
3956,401371,LD-AC-G1-B1-B3-06-F,12144
249451,401371,LD-AC-G1-B1-B3-06-D,12145
13370,401371,LD-AC-G1-B1-B3-06-D,12145
244,401371,LD-AC-G1-B1-B3-08-D,12151
19265,401371,LD-AC-G1-B1-B3-10-C,12154
5866,401371,LD-AC-G1-B1-B3-10-E,12155
118990,401371,LD-AC-G1-B1-B3-10-B,12158
85442,401371,LD-AC-G1-B1-B3-12-A,12159
2159,401371,LD-AC-G1-B1-B3-12-A,12159
248802,401371,LD-AC-G1-B1-B3-12-A,12159
4510,401371,LD-AC-G1-B1-B3-12-D,12163
81251,401371,LD-AC-G1-B1-B3-12-D,12163
5995,401371,LD-AC-G1-B1-B3-14-C,12166
9815,401371,LD-AC-G1-B1-B3-14-C,12166
5287,401371,LD-AC-G1-B1-B3-14-C,12166
119734,401371,LD-AC-G1-B1-B3-14-E,12167
1033,401371,LD-AC-G1-B1-B3-16-A,12171
585,401371,LD-AC-G1-B1-B3-16-F,12174
1147,401371,LD-AC-G1-B1-B3-18-F,12180
4126,401371,LD-AC-G1-B1-B3-18-D,12181
1815,401371,LD-AC-G1-B1-B3-18-B,12182
11982,401371,LD-AC-G1-B1-B3-11-B,12189
221629,401371,LD-AC-G1-B1-B3-11-D,12190
18703,401371,LD-AC-G1-B1-B3-11-F,12191
99,401371,LD-AC-G1-B1-B3-11-C,12193
2368,401371,LD-AC-G1-B1-B3-11-A,12194
13370,401371,LD-AC-G1-B1-B3-09-B,12195
265539,401371,LD-AC-G1-B1-B3-09-D,12196
95,401371,LD-AC-G1-B1-B3-09-C,12199
198728,401371,LD-AC-G1-B1-B3-09-C,12199
238461,401371,LD-AC-G1-B1-B3-09-C,12199
889,401371,LD-AC-G1-B1-B3-07-E,12204
17138,401371,LD-AC-G1-B1-B3-07-C,12205
176985,401371,LD-AA-G1-B1-B1-08-B,12256
248264,401371,LD-AA-G1-B1-B1-08-C,12257
100471,401371,LD-AA-G1-B1-B1-08-C,12257
7519,401371,LD-AA-G1-B1-B1-10-A,12261
3645,401371,LD-AA-G1-B1-B1-12-A,12267
39914,401371,LD-AA-G1-B1-B1-14-F,12278
