SKU,Store,Bin,Bin Rank
217331,398693,GOLD-SILVER-01,266
121141,398693,GOLD-SILVER-01,266
103821,398693,GOLD-SILVER-01,266
214548,398693,GOLD-SILVER-03,48086
169803,398693,GOLD-SILVER-03,48086
17339,398693,GOLD-SILVER-03,48086
53312,398693,GOLD-SILVER-03,48086
53312,398693,GOLD-SILVER-03,48086
53312,398693,GOLD-SILVER-03,48086
169343,398693,GOLD-01,48091
235825,398693,GOLD-01,48091
19449,398693,GOLD-01,48091
116809,398693,GOLD-02,48092
116809,398693,GOLD-02,48092
