SKU,Store,Bin,Bin Rank
133,394957,PL-AI-G0-A0-A14-16-D,1025
1007,394957,PL-AI-G0-A0-A14-10-D,1043
2912,394957,LD-AM-A0-A15-02-B1,1057
1007,394957,LD-AM-A0-A15-06-B1,1064
80,394957,LD-AN-A0-A16-10-B3,1096
