SKU,Store,Bin,Bin Rank
22777,398693,LD-AM-G0-E0-E15-15-A,37763
5518,398693,LD-AM-E0-E15-16-B2,37769
18146,398693,LD-AM-E0-E15-16-C1,37771
19525,398693,LD-AM-E0-E15-16-D2,37775
36504,398693,LD-AM-E0-E15-16-D3,37776
2149,398693,LD-AM-E0-E15-16-E1,37777
19406,398693,LD-AN-E0-E16-15-B3,37785
19406,398693,LD-AN-E0-E16-15-B3,37785
