SKU,Store,Bin,Bin Rank
211,397205,LD-AM-B0-B15-16-B1,8713
4193,397205,LD-AM-B0-B15-16-B1,8713
930,397205,LD-AM-B0-B15-18-B1,8715
47718,397205,LD-AM-B0-B15-18-B1,8715
65,397205,PL-AI-G0-B0-B14-06-A,8749
4202,397205,PL-AI-G0-B0-B14-06-D,8752
5925,397205,PL-AI-G0-B0-B14-08-A,8755
11645,397205,PL-AI-G0-B0-B14-10-A,8761
24394,397205,PL-AI-G0-B0-B14-10-A,8761
