SKU,Store,Bin,Bin Rank
161435,351426,HD-R13-G0-PL-01-K,47363
161435,351426,HD-R13-G0-PL-01-K,47363
161435,351426,HD-R14-G0-PL-01-C,47367
7321,351426,HD-R8-G0-PL-01-J,47434
