SKU,Store,Bin,Bin Rank
4203,398693,PL-AD-G0-C0-C4-10-A,18213
7700,398693,PL-AD-G0-C0-C4-10-D,18216
9816,398693,PL-AD-G0-C0-C4-08-A,18219
9816,398693,PL-AD-G0-C0-C4-08-A,18219
37521,398693,PL-AD-G0-C0-C4-08-D,18222
4700,398693,PL-AD-G0-C0-C4-06-D,18228
141378,398693,PL-AD-G0-C0-C4-06-D,18228
6813,398693,PL-AD-G0-C0-C4-06-D,18228
7700,398693,PL-AD-G0-C0-C4-06-D,18228
423,398693,PL-AE-G0-C0-C5-02-A,18241
