SKU,Store,Bin,Bin Rank
169803,400356,GOLD-SILVER-03,48086
53312,400356,GOLD-SILVER-03,48086
169343,400356,GOLD-01,48091
169343,400356,GOLD-01,48091
169343,400356,GOLD-01,48091
77005,400356,GOLD-01,48091
