SKU,Store,Bin,Bin Rank
65936,400357,LD-AR-D0-D20-10-B3,26716
65936,400357,LD-AR-D0-D20-10-B3,26716
121895,400357,LD-AR-D0-D20-06-B3,26728
139420,400357,LD-AP-D0-D18-02-B3,26909
183024,400357,LD-AP-D0-D18-04-B1,26912
183024,400357,LD-AP-D0-D18-04-B1,26912
242006,400357,LD-AP-D0-D18-04-B1,26912
22724,400357,LD-AQ-D0-D19-08-B1,26956
32105,400357,LD-AQ-D0-D19-12-B1,26964
