SKU,Store,Bin,Bin Rank
149202,400357,LD-AK-G3-D3-D11-05-E,35035
22323,400357,LD-AK-G3-D3-D11-05-A,35037
30472,400357,LD-AK-G3-D3-D11-08-A,35044
21838,400357,LD-AK-G3-D3-D11-08-E,35046
7746,400357,LD-AK-G3-D3-D11-07-A,35049
125984,400357,LD-AK-G3-D3-D11-11-E,35071
249930,400357,LD-AK-G3-D3-D11-12-B,35079
6825,400357,LD-AK-G3-D3-D11-16-A,35086
66191,400357,LD-AL-G3-D3-D12-15-B,35115
66191,400357,LD-AL-G3-D3-D12-15-B,35115
17954,400357,LD-AL-G3-D3-D12-13-C,35129
226865,400357,LD-AL-G3-D3-D12-12-A,35145
226865,400357,LD-AL-G3-D3-D12-12-A,35145
22323,400357,LD-AL-G3-D3-D12-09-C,35153
1326,400357,LD-AL-G3-D3-D12-09-C,35153
1723,400357,LD-AL-G3-D3-D12-07-D,35162
7751,400357,LD-AL-G3-D3-D12-07-B,35163
64092,400357,LD-AL-G3-D3-D12-07-C,35165
22323,400357,LD-AL-G3-D3-D12-05-D,35174
1327,400357,LD-AL-G3-D3-D12-05-A,35176
16673,400357,LD-AL-G3-D3-D12-05-A,35176
1723,400357,LD-AL-G3-D3-D12-06-C,35180
207720,400357,LD-AL-G3-D3-D12-03-F,35185
18622,400357,LD-AL-G3-D3-D12-03-B,35187
258091,400357,LD-AL-G3-D3-D12-03-C,35189
50406,400357,LD-AL-G3-D3-D12-02-D,35195
5007,400357,LD-AL-G3-D3-D12-02-C,35204
1326,400357,LD-AL-G3-D3-D12-02-A,35205
7894,400357,LD-AM-G3-D3-D13-01-E,35209
7894,400357,LD-AM-G3-D3-D13-01-E,35209
76334,400357,LD-AM-G3-D3-D13-01-A,35211
258091,400357,LD-AM-G3-D3-D13-02-F,35215
9807,400357,LD-AM-G3-D3-D13-04-D,35228
239380,400357,LD-AM-G3-D3-D13-05-A,35235
22730,400357,LD-AM-G3-D3-D13-05-D,35237
87747,400357,LD-AM-G3-D3-D13-06-D,35240
1324,400357,LD-AM-G3-D3-D13-06-D,35240
5012,400357,LD-AM-G3-D3-D13-06-B,35241
1327,400357,LD-AM-G3-D3-D13-07-D,35249
1324,400357,LD-AM-G3-D3-D13-09-A,35259
160762,400357,LD-AM-G3-D3-D13-12-D,35276
226865,400357,LD-AM-G3-D3-D13-16-B,35301
226865,400357,LD-AM-G3-D3-D13-16-B,35301
1723,400357,LD-AM-G3-D3-D13-18-D,35312
3931,400357,LD-AN-G3-D3-D14-15-E,35334
14064,400357,LD-AN-G3-D3-D14-14-B,35338
1723,400357,LD-AN-G3-D3-D14-13-D,35342
188783,400357,LD-AN-G3-D3-D14-14-C,35348
254784,400357,LD-AN-G3-D3-D14-11-C,35357
1328,400357,LD-AN-G3-D3-D14-10-E,35371
64092,400357,LD-AN-G3-D3-D14-08-D,35375
1326,400357,LD-AN-G3-D3-D14-08-F,35376
107132,400357,LD-AN-G3-D3-D14-07-A,35380
82295,400357,LD-AN-G3-D3-D14-07-C,35381
1724,400357,LD-AN-G3-D3-D14-08-C,35384
7484,400357,LD-AN-G3-D3-D14-05-D,35390
16673,400357,LD-AN-G3-D3-D14-03-D,35402
181008,400357,LD-AN-G3-D3-D14-03-D,35402
3903,400357,LD-AN-G3-D3-D14-03-A,35404
77169,400357,LD-AM-G3-D3-D15-15-B,35570
64092,400357,LD-AM-G3-D3-D15-17-C,35592
12345,400357,LD-AN-G3-E3-E14-16-A,45922
147533,400357,LD-AN-G3-E3-E14-13-B,45929
23625,400357,LD-AN-G3-E3-E14-14-A,45934
171596,400357,LD-AN-G3-E3-E14-11-D,45943
171596,400357,LD-AN-G3-E3-E14-11-D,45943
25436,400357,LD-AN-G3-E3-E14-11-F,45945
94257,400357,LD-AN-G3-E3-E14-07-D,45967
23408,400357,LD-AN-G3-E3-E14-08-C,45972
13602,400357,LD-AN-G3-E3-E14-08-E,45974
8306,400357,LD-AN-G3-E3-E14-05-D,45979
8307,400357,LD-AN-G3-E3-E14-06-A,45982
8307,400357,LD-AN-G3-E3-E14-06-A,45982
8307,400357,LD-AN-G3-E3-E14-06-A,45982
12713,400357,LD-AN-G3-E3-E14-03-A,45988
8308,400357,LD-AN-G3-E3-E14-03-A,45988
8308,400357,LD-AN-G3-E3-E14-03-A,45988
157413,400357,LD-AN-G3-E3-E14-04-F,45999
19148,400357,LD-AN-G3-E3-E14-01-B,46001
175975,400357,LD-AM-G3-E3-E13-02-D,46021
26071,400357,LD-AM-G3-E3-E13-02-D,46021
26071,400357,LD-AM-G3-E3-E13-02-D,46021
221405,400357,LD-AM-G3-E3-E13-02-E,46022
26342,400357,LD-AM-G3-E3-E13-03-A,46024
26342,400357,LD-AM-G3-E3-E13-03-A,46024
26342,400357,LD-AM-G3-E3-E13-03-A,46024
14483,400357,LD-AM-G3-E3-E13-03-A,46024
17258,400357,LD-AM-G3-E3-E13-03-B,46025
246782,400357,LD-AM-G3-E3-E13-03-E,46028
28213,400357,LD-AM-G3-E3-E13-07-C,46050
155691,400357,LD-AM-G3-E3-E13-07-C,46050
18688,400357,LD-AM-G3-E3-E13-07-D,46051
20189,400357,LD-AM-G3-E3-E13-07-F,46053
213900,400357,LD-AM-G3-E3-E13-09-F,46065
20589,400357,LD-AM-G3-E3-E13-12-B,46079
19189,400357,LD-AM-G3-E3-E13-16-D,46105
233880,400357,LD-AL-G3-E3-E12-15-D,46111
218222,400357,LD-AL-G3-E3-E12-16-A,46114
7345,400357,LD-AL-G3-E3-E12-16-A,46114
21234,400357,LD-AL-G3-E3-E12-16-A,46114
21234,400357,LD-AL-G3-E3-E12-16-A,46114
20691,400357,LD-AL-G3-E3-E12-11-A,46132
25399,400357,LD-AL-G3-E3-E12-12-C,46140
231223,400357,LD-AL-G3-E3-E12-12-E,46142
191714,400357,LD-AL-G3-E3-E12-12-F,46143
54049,400357,LD-AL-G3-E3-E12-09-A,46144
205551,400357,LD-AL-G3-E3-E12-09-B,46145
21234,400357,LD-AL-G3-E3-E12-09-D,46147
21234,400357,LD-AL-G3-E3-E12-09-D,46147
98601,400357,LD-AL-G3-E3-E12-09-D,46147
98601,400357,LD-AL-G3-E3-E12-07-D,46159
253079,400357,LD-AL-G3-E3-E12-07-E,46160
214420,400357,LD-AL-G3-E3-E12-08-D,46165
18487,400357,LD-AL-G3-E3-E12-05-B,46169
23281,400357,LD-AL-G3-E3-E12-05-B,46169
19798,400357,LD-AL-G3-E3-E12-05-C,46170
70187,400357,LD-AL-G3-E3-E12-05-C,46170
35095,400357,LD-AL-G3-E3-E12-06-A,46174
14459,400357,LD-AL-G3-E3-E12-06-B,46175
16511,400357,LD-AL-G3-E3-E12-06-E,46178
158600,400357,LD-AL-G3-E3-E12-03-B,46181
114521,400357,LD-AL-G3-E3-E12-03-B,46181
165612,400357,LD-AL-G3-E3-E12-03-F,46185
220935,400357,LD-AL-G3-E3-E12-03-F,46185
202978,400357,LD-AL-G3-E3-E12-04-B,46187
202978,400357,LD-AL-G3-E3-E12-04-B,46187
19764,400357,LD-AL-G3-E3-E12-04-C,46188
71827,400357,LD-AL-G3-E3-E12-04-C,46188
260508,400357,LD-AL-G3-E3-E12-01-B,46193
8881,400357,LD-AL-G3-E3-E12-01-D,46195
8802,400357,LD-AL-G3-E3-E12-01-E,46196
193895,400357,LD-AL-G3-E3-E12-02-A,46198
139715,400357,LD-AL-G3-E3-E12-02-D,46201
258152,400357,LD-AL-G3-E3-E12-02-E,46202
25294,400357,LD-AK-G3-E3-E11-01-A,46204
24484,400357,LD-AK-G3-E3-E11-01-B,46205
24484,400357,LD-AK-G3-E3-E11-01-B,46205
58523,400357,LD-AK-G3-E3-E11-02-C,46212
165385,400357,LD-AK-G3-E3-E11-02-C,46212
16006,400357,LD-AK-G3-E3-E11-02-D,46213
19802,400357,LD-AK-G3-E3-E11-03-C,46218
25961,400357,LD-AK-G3-E3-E11-04-C,46224
4143,400357,LD-AK-G3-E3-E11-05-F,46233
4143,400357,LD-AK-G3-E3-E11-05-F,46233
19850,400357,LD-AK-G3-E3-E11-06-C,46236
219380,400357,LD-AK-G3-E3-E11-06-D,46237
21984,400357,LD-AK-G3-E3-E11-08-B,46247
88466,400357,LD-AK-G3-E3-E11-09-E,46256
19402,400357,LD-AK-G3-E3-E11-12-B,46271
4140,400357,LD-AK-G3-E3-E11-12-E,46274
4140,400357,LD-AK-G3-E3-E11-12-E,46274
78886,400357,LD-AK-G3-E3-E11-12-E,46274
4140,400357,LD-AK-G3-E3-E11-13-C,46278
51280,400357,LD-AK-G3-E3-E11-14-C,46284
26819,400357,LD-AK-G3-E3-E11-14-E,46286
26238,400357,LD-AK-G3-E3-E11-14-E,46286
110527,400357,LD-AK-G3-E3-E11-16-D,46297
163452,400357,LD-AK-G3-E3-E11-16-D,46297
6013,400357,LD-AK-G3-E3-E11-16-E,46298
20287,400357,LD-AK-G3-E3-E11-16-F,46299
3906,400357,LD-AJ-G3-E3-E10-13-A,46312
3906,400357,LD-AJ-G3-E3-E10-13-A,46312
3906,400357,LD-AJ-G3-E3-E10-13-A,46312
18454,400357,LD-AJ-G3-E3-E10-13-F,46317
19710,400357,LD-AJ-G3-E3-E10-13-F,46317
19189,400357,LD-AJ-G3-E3-E10-14-C,46320
12752,400357,LD-AJ-G3-E3-E10-11-B,46325
12752,400357,LD-AJ-G3-E3-E10-11-B,46325
9655,400357,LD-AJ-G3-E3-E10-09-A,46336
24042,400357,LD-AJ-G3-E3-E10-08-E,46358
413,400357,LD-AJ-G3-E3-E10-05-C,46362
26156,400357,LD-AJ-G3-E3-E10-06-B,46367
230679,400357,LD-AJ-G3-E3-E10-03-B,46373
159014,400357,LD-AJ-G3-E3-E10-03-C,46374
21542,400357,LD-AJ-G3-E3-E10-03-D,46375
173132,400357,LD-AJ-G3-E3-E10-03-E,46376
27423,400357,LD-AJ-G3-E3-E10-04-A,46378
237794,400357,LD-AJ-G3-E3-E10-04-A,46378
25946,400357,LD-AJ-G3-E3-E10-04-B,46379
163800,400357,LD-AJ-G3-E3-E10-04-D,46381
4298,400357,LD-AJ-G3-E3-E10-01-A,46384
25946,400357,LD-AJ-G3-E3-E10-01-B,46385
