SKU,Store,Bin,Bin Rank
3563,398693,LD-AD-G1-B1-B4-03-E,12114
3904,398693,LD-AD-G1-B1-B4-03-E,12114
11988,398693,LD-AD-G1-B1-B4-03-E,12114
2338,398693,LD-AD-G1-B1-B4-03-E,12114
150408,398693,LD-AD-G1-B1-B4-03-E,12114
2338,398693,LD-AD-G1-B1-B4-03-E,12114
3949,398693,LD-AD-G1-B1-B4-03-E,12114
3949,398693,LD-AD-G1-B1-B4-03-E,12114
20188,398693,LD-AD-G1-B1-B4-03-C,12115
20188,398693,LD-AD-G1-B1-B4-03-C,12115
7176,398693,LD-AD-G1-B1-B4-03-C,12115
7176,398693,LD-AD-G1-B1-B4-03-C,12115
158332,398693,LD-AD-G1-B1-B4-03-A,12116
24215,398693,LD-AD-G1-B1-B4-03-A,12116
24215,398693,LD-AD-G1-B1-B4-03-A,12116
96637,398693,LD-AD-G1-B1-B4-03-A,12116
96637,398693,LD-AD-G1-B1-B4-03-A,12116
187613,398693,LD-AD-G1-B1-B4-03-A,12116
187613,398693,LD-AD-G1-B1-B4-03-A,12116
187613,398693,LD-AD-G1-B1-B4-03-A,12116
21055,398693,LD-AD-G1-B1-B4-03-A,12116
1743,398693,LD-AD-G1-B1-B4-03-A,12116
266307,398693,LD-AD-G1-B1-B4-01-B,12117
221499,398693,LD-AD-G1-B1-B4-01-B,12117
263312,398693,LD-AD-G1-B1-B4-02-F,12120
16696,398693,LD-AD-G1-B1-B4-02-F,12120
1208,398693,LD-AD-G1-B1-B4-02-F,12120
263312,398693,LD-AD-G1-B1-B4-02-D,12121
12408,398693,LD-AD-G1-B1-B4-02-B,12122
54683,398693,LD-AD-G1-B1-B4-02-C,12124
77952,398693,LD-AD-G1-B1-B4-02-C,12124
2166,398693,LD-AD-G1-B1-B4-02-E,12125
66031,398693,LD-AD-G1-B1-B4-02-E,12125
3563,398693,LD-AD-G1-B1-B4-02-E,12125
60793,398693,LD-AD-G1-B1-B4-01-E,12126
4510,398693,LD-AD-G1-B1-B4-01-E,12126
141,398693,LD-AD-G1-B1-B4-01-E,12126
141,398693,LD-AD-G1-B1-B4-01-E,12126
3986,398693,LD-AD-G1-B1-B4-01-E,12126
141,398693,LD-AD-G1-B1-B4-01-E,12126
5775,398693,LD-AD-G1-B1-B4-01-E,12126
5775,398693,LD-AD-G1-B1-B4-01-E,12126
24600,398693,LD-AD-G1-B1-B4-01-C,12127
1781,398693,LD-AD-G1-B1-B4-01-C,12127
17045,398693,LD-AD-G1-B1-B4-01-A,12128
9339,398693,LD-AD-G1-B1-B4-01-A,12128
9339,398693,LD-AD-G1-B1-B4-01-A,12128
1207,398693,LD-AD-G1-B1-B4-01-A,12128
5872,398693,LD-AC-G1-B1-B3-02-A,12129
5872,398693,LD-AC-G1-B1-B3-02-A,12129
5872,398693,LD-AC-G1-B1-B3-02-A,12129
169703,398693,LD-AC-G1-B1-B3-02-A,12129
53387,398693,LD-AC-G1-B1-B3-02-C,12130
1015,398693,LD-AC-G1-B1-B3-02-C,12130
169703,398693,LD-AC-G1-B1-B3-02-C,12130
169703,398693,LD-AC-G1-B1-B3-02-C,12130
2165,398693,LD-AC-G1-B1-B3-02-C,12130
17613,398693,LD-AC-G1-B1-B3-02-E,12131
4941,398693,LD-AC-G1-B1-B3-02-E,12131
4941,398693,LD-AC-G1-B1-B3-02-E,12131
5014,398693,LD-AC-G1-B1-B3-02-E,12131
21895,398693,LD-AC-G1-B1-B3-02-E,12131
21895,398693,LD-AC-G1-B1-B3-02-E,12131
21895,398693,LD-AC-G1-B1-B3-02-E,12131
7611,398693,LD-AC-G1-B1-B3-02-E,12131
19832,398693,LD-AC-G1-B1-B3-02-F,12132
3954,398693,LD-AC-G1-B1-B3-02-F,12132
96637,398693,LD-AC-G1-B1-B3-02-F,12132
38073,398693,LD-AC-G1-B1-B3-02-D,12133
38073,398693,LD-AC-G1-B1-B3-02-D,12133
3949,398693,LD-AC-G1-B1-B3-04-A,12135
225249,398693,LD-AC-G1-B1-B3-04-A,12135
225249,398693,LD-AC-G1-B1-B3-04-A,12135
3949,398693,LD-AC-G1-B1-B3-04-A,12135
3949,398693,LD-AC-G1-B1-B3-04-A,12135
19,398693,LD-AC-G1-B1-B3-04-A,12135
226391,398693,LD-AC-G1-B1-B3-04-E,12137
226391,398693,LD-AC-G1-B1-B3-04-E,12137
226391,398693,LD-AC-G1-B1-B3-04-E,12137
226391,398693,LD-AC-G1-B1-B3-04-E,12137
226391,398693,LD-AC-G1-B1-B3-04-E,12137
30980,398693,LD-AC-G1-B1-B3-04-D,12139
9429,398693,LD-AC-G1-B1-B3-04-D,12139
20273,398693,LD-AC-G1-B1-B3-06-A,12141
20273,398693,LD-AC-G1-B1-B3-06-A,12141
97200,398693,LD-AC-G1-B1-B3-06-A,12141
97200,398693,LD-AC-G1-B1-B3-06-A,12141
16259,398693,LD-AC-G1-B1-B3-06-E,12143
4595,398693,LD-AC-G1-B1-B3-06-E,12143
3956,398693,LD-AC-G1-B1-B3-06-F,12144
267208,398693,LD-AC-G1-B1-B3-06-F,12144
54285,398693,LD-AC-G1-B1-B3-06-F,12144
7611,398693,LD-AC-G1-B1-B3-06-F,12144
7611,398693,LD-AC-G1-B1-B3-06-F,12144
7611,398693,LD-AC-G1-B1-B3-06-F,12144
25217,398693,LD-AC-G1-B1-B3-06-D,12145
411,398693,LD-AC-G1-B1-B3-06-D,12145
411,398693,LD-AC-G1-B1-B3-06-D,12145
