SKU,Store,Bin,Bin Rank
17339,394957,GOLD-SILVER-01,266
121141,394957,GOLD-SILVER-01,266
169803,394957,GOLD-SILVER-03,48086
169803,394957,GOLD-SILVER-03,48086
17339,394957,GOLD-SILVER-03,48086
19449,394957,GOLD-01,48091
116809,394957,GOLD-02,48092
