SKU,Store,Bin,Bin Rank
15138,394957,PL-AG-G0-A0-A7-10-A,743
133,394957,PL-AG-G0-A0-A7-10-D,746
133,394957,PL-AG-G0-A0-A7-10-D,746
133,394957,PL-AG-G0-A0-A7-10-D,746
133,394957,PL-AG-G0-A0-A7-10-D,746
133,394957,PL-AG-G0-A0-A7-10-D,746
133,394957,PL-AG-G0-A0-A7-10-D,746
133,394957,PL-AG-G0-A0-A7-12-A,749
80,394957,PL-AG-G0-A0-A7-14-A,755
479,394957,PL-AG-G0-A0-A7-14-D,758
