SKU,Store,Bin,Bin Rank
134,394957,PL-AH-G0-E0-E8-09-B,37339
129558,394957,PL-AH-G0-E0-E8-09-B,37339
58,394957,PL-AH-G0-E0-E8-07-A,37344
199821,394957,PL-AH-G0-E0-E8-05-A,37350
175,394957,PL-AH-G0-E0-E8-01-B,37359
