SKU,Store,Bin,Bin Rank
2953,394957,PL-AC-G0-C0-C3-02-A,18155
211,394957,PL-AC-G0-C0-C3-04-D,18162
7700,394957,PL-AC-G0-C0-C3-06-D,18168
4198,394957,PL-AC-G0-C0-C3-06-D,18168
234319,394957,PL-AC-G0-C0-C3-08-A,18171
4202,394957,PL-AC-G0-C0-C3-08-A,18171
7345,394957,PL-AC-G0-C0-C3-08-D,18174
7345,394957,PL-AC-G0-C0-C3-08-D,18174
992,394957,PL-AC-G0-C0-C3-08-D,18174
6587,394957,PL-AC-G0-C0-C3-10-A,18177
14895,394957,PL-AC-G0-C0-C3-12-D,18184
