SKU,Store,Bin,Bin Rank
24394,398693,PL-AB-G0-B0-B2-10-A,9358
4258,398693,PL-AB-G0-B0-B2-08-D,9359
4258,398693,PL-AB-G0-B0-B2-08-D,9359
519,398693,PL-AB-G0-B0-B2-08-D,9359
519,398693,PL-AB-G0-B0-B2-08-D,9359
211,398693,PL-AB-G0-B0-B2-08-A,9362
1373,398693,PL-AB-G0-B0-B2-08-A,9362
1373,398693,PL-AB-G0-B0-B2-08-A,9362
