SKU,Store,Bin,Bin Rank
39667,400356,LD-AQ-D0-D19-14-B1,26796
211482,400356,LD-AQ-D0-D19-14-B1,26796
139420,400356,LD-AP-D0-D18-02-B3,26909
183024,400356,LD-AP-D0-D18-04-B1,26912
135658,400356,LD-AP-D0-D18-10-B1,26924
256439,400356,LD-AP-D0-D18-14-B1,26932
154623,400356,LD-AP-D0-D18-14-B3,26933
242287,400356,LD-AQ-D0-D19-10-B1,26960
91058,400356,LD-AQ-D0-D19-12-B1,26964
