SKU,Store,Bin,Bin Rank
170953,394957,LD-AC-G3-A3-A3-05-F,0
13549,394957,LD-AB-G3-A3-A2-06-E,0
22516,394957,LD-AB-G3-A3-A2-06-C,0
2732,394957,LD-AC-G3-A3-A3-05-E,0
2732,394957,LD-AC-G3-A3-A3-05-E,0
15388,394957,LD-AC-G3-A3-A3-05-E,0
16320,394957,LD-AB-G3-A3-A2-06-F,0
16320,394957,LD-AB-G3-A3-A2-06-F,0
4017,394957,LD-AB-G3-A3-A2-05-F,0
155689,394957,LD-AC-G3-A3-A3-05-A,0
155689,394957,LD-AC-G3-A3-A3-05-A,0
155689,394957,LD-AC-G3-A3-A3-05-A,0
5506,394957,LD-AB-G3-A3-A2-06-B,0
15474,394957,LD-AB-G3-A3-A2-06-B,0
15474,394957,LD-AB-G3-A3-A2-06-A,0
183179,394957,LD-AC-G3-A3-A3-05-B,0
15474,394957,LD-AB-G3-A3-A2-06-B,0
15474,394957,LD-AB-G3-A3-A2-06-A,0
15474,394957,LD-AB-G3-A3-A2-06-A,0
7196,394957,LD-AC-G3-A3-A3-05-A,0
7196,394957,LD-AC-G3-A3-A3-05-A,0
19932,394957,LD-AC-G3-A3-A3-05-A,0
24734,394957,LD-AB-G3-A3-A2-05-F,0
7196,394957,LD-AC-G3-A3-A3-05-A,0
19932,394957,LD-AC-G3-A3-A3-05-A,0
7196,394957,LD-AC-G3-A3-A3-05-A,0
7196,394957,LD-AC-G3-A3-A3-05-A,0
3450,394957,LD-AC-G3-A3-A3-05-D,0
13519,394957,LD-AC-G3-A3-A3-05-C,0
3450,394957,LD-AC-G3-A3-A3-05-D,0
3450,394957,LD-AC-G3-A3-A3-05-D,0
168176,394957,LD-AC-G3-A3-A3-05-C,0
21542,394957,LD-AC-G3-A3-A3-05-C,0
201224,394957,LD-AB-G3-A3-A2-05-D,0
17180,394957,LD-AC-G3-A3-A3-05-B,0
201224,394957,LD-AB-G3-A3-A2-05-D,0
2352,394957,LD-AC-G3-A3-A3-05-B,0
201224,394957,LD-AB-G3-A3-A2-05-D,0
2352,394957,LD-AC-G3-A3-A3-05-B,0
23105,394957,LD-AC-G3-A3-A3-05-F,0
149395,394957,LD-AB-G3-A3-A2-06-C,0
149395,394957,LD-AB-G3-A3-A2-06-C,0
3868,394957,LD-AA-G3-A3-A1-08-A,5926
3868,394957,LD-AA-G3-A3-A1-08-A,5926
3868,394957,LD-AA-G3-A3-A1-08-A,5926
14278,394957,LD-AA-G3-A3-A1-08-B,5927
14278,394957,LD-AA-G3-A3-A1-08-B,5927
15022,394957,LD-AA-G3-A3-A1-08-C,5928
15022,394957,LD-AA-G3-A3-A1-08-C,5928
8145,394957,LD-AA-G3-A3-A1-08-C,5928
8145,394957,LD-AA-G3-A3-A1-08-C,5928
8145,394957,LD-AA-G3-A3-A1-08-C,5928
8790,394957,LD-AA-G3-A3-A1-08-D,5929
8790,394957,LD-AA-G3-A3-A1-08-D,5929
8790,394957,LD-AA-G3-A3-A1-08-D,5929
8790,394957,LD-AA-G3-A3-A1-08-D,5929
8790,394957,LD-AA-G3-A3-A1-08-D,5929
26959,394957,LD-AA-G3-A3-A1-08-F,5931
83408,394957,LD-AA-G3-A3-A1-10-A,5932
83408,394957,LD-AA-G3-A3-A1-10-A,5932
36,394957,LD-AA-G3-A3-A1-10-C,5934
21845,394957,LD-AA-G3-A3-A1-10-C,5934
220104,394957,LD-AA-G3-A3-A1-10-D,5935
7662,394957,LD-AA-G3-A3-A1-10-D,5935
23018,394957,LD-AA-G3-A3-A1-10-D,5935
7661,394957,LD-AA-G3-A3-A1-10-E,5936
251309,394957,LD-AA-G3-A3-A1-10-F,5937
251309,394957,LD-AA-G3-A3-A1-10-F,5937
17212,394957,LD-AA-G3-A3-A1-10-F,5937
17212,394957,LD-AA-G3-A3-A1-10-F,5937
246782,394957,LD-AA-G3-A3-A1-12-A,5938
246782,394957,LD-AA-G3-A3-A1-12-A,5938
246782,394957,LD-AA-G3-A3-A1-12-A,5938
25908,394957,LD-AA-G3-A3-A1-12-A,5938
180943,394957,LD-AA-G3-A3-A1-12-A,5938
25104,394957,LD-AA-G3-A3-A1-12-B,5939
25104,394957,LD-AA-G3-A3-A1-12-B,5939
25104,394957,LD-AA-G3-A3-A1-12-B,5939
2621,394957,LD-AA-G3-A3-A1-12-B,5939
2621,394957,LD-AA-G3-A3-A1-12-B,5939
5903,394957,LD-AA-G3-A3-A1-12-C,5940
5903,394957,LD-AA-G3-A3-A1-12-C,5940
5903,394957,LD-AA-G3-A3-A1-12-C,5940
5903,394957,LD-AA-G3-A3-A1-12-C,5940
5903,394957,LD-AA-G3-A3-A1-12-C,5940
13877,394957,LD-AA-G3-A3-A1-12-D,5941
17375,394957,LD-AA-G3-A3-A1-12-D,5941
4299,394957,LD-AA-G3-A3-A1-12-D,5941
256283,394957,LD-AA-G3-A3-A1-12-D,5941
70366,394957,LD-AA-G3-A3-A1-12-D,5941
2621,394957,LD-AA-G3-A3-A1-12-D,5941
14015,394957,LD-AA-G3-A3-A1-12-E,5942
14015,394957,LD-AA-G3-A3-A1-12-E,5942
4076,394957,LD-AA-G3-A3-A1-12-E,5942
