SKU,Store,Bin,Bin Rank
4258,398693,LD-AN-B0-B16-10-B3,8691
519,398693,LD-AN-B0-B16-10-B3,8691
519,398693,LD-AN-B0-B16-10-B3,8691
519,398693,LD-AN-B0-B16-10-B1,8693
494,398693,LD-AN-B0-B16-08-B3,8694
494,398693,LD-AN-B0-B16-08-B3,8694
504,398693,LD-AN-B0-B16-08-B3,8694
65,398693,LD-AN-B0-B16-08-B3,8694
7441,398693,LD-AN-B0-B16-08-B1,8695
248556,398693,LD-AN-B0-B16-06-B3,8696
211,398693,LD-AN-B0-B16-06-B1,8697
