SKU,Store,Bin,Bin Rank
54,351426,PL-AC-G0-A0-A3-02-A,569
54,351426,PL-AC-G0-A0-A3-02-A,569
5495,351426,PL-AC-G0-A0-A3-02-D,572
80,351426,PL-AC-G0-A0-A3-08-D,586
80,351426,PL-AC-G0-A0-A3-12-A,595
35732,351426,PL-AC-G0-A0-A3-12-D,598
764,351426,PL-AC-G0-A0-A3-16-A,607
764,351426,PL-AC-G0-A0-A3-16-A,607
80,351426,PL-AD-G0-A0-A4-16-A,616
5495,351426,PL-AD-G0-A0-A4-04-A,650
75312,351426,PL-AE-G0-A0-A5-06-A,659
139988,351426,PL-AE-G0-A0-A5-08-A,663
139988,351426,PL-AE-G0-A0-A5-08-A,663
39957,351426,PL-AE-G0-A0-A5-08-D,666
54,351426,PL-AE-G0-A0-A5-12-A,675
2751,351426,PL-AF-G0-A0-A6-16-D,695
54,351426,PL-AF-G0-A0-A6-16-A,698
68,351426,PL-AF-G0-A0-A6-12-A,708
80,351426,PL-AF-G0-A0-A6-12-A,708
479,351426,PL-AF-G0-A0-A6-10-D,711
