SKU,Store,Bin,Bin Rank
7289,394957,PL-AI-G0-B0-B14-02-A,8737
13068,394957,PL-AI-G0-B0-B14-04-D,8746
13068,394957,PL-AI-G0-B0-B14-04-D,8746
65,394957,PL-AI-G0-B0-B14-06-A,8749
31987,394957,PL-AI-G0-B0-B14-06-D,8752
4202,394957,PL-AI-G0-B0-B14-06-D,8752
99883,394957,PL-AI-G0-B0-B14-06-D,8752
99883,394957,PL-AI-G0-B0-B14-06-D,8752
24461,394957,PL-AI-G0-B0-B14-08-A,8755
24461,394957,PL-AI-G0-B0-B14-08-A,8755
11645,394957,PL-AI-G0-B0-B14-10-A,8761
211,394957,PL-AI-G0-B0-B14-10-D,8764
245806,394957,PL-AI-G0-B0-B14-10-D,8764
475,394957,PL-AI-G0-B0-B14-12-A,8767
7345,394957,PL-AI-G0-B0-B14-12-D,8770
1991,394957,PL-AI-G0-B0-B14-14-A,8773
3996,394957,PL-AI-G0-B0-B14-16-D,8782
211,394957,PL-AI-G0-B0-B14-18-A,8785
81,394957,PL-AI-G0-B0-B14-18-A,8785
65,394957,PL-AI-G0-B0-B14-18-A,8785
65,394957,PL-AI-G0-B0-B14-18-A,8785
