SKU,Store,Bin,Bin Rank
211,398939,PL-AG-G0-C0-C7-08-D,18358
24394,398939,PL-AG-G0-C0-C7-08-D,18358
4203,398939,PL-AG-G0-C0-C7-10-A,18361
4199,398939,PL-AG-G0-C0-C7-10-A,18361
237779,398939,PL-AG-G0-C0-C7-10-A,18361
237779,398939,PL-AG-G0-C0-C7-10-A,18361
4193,398939,PL-AG-G0-C0-C7-10-A,18361
865,398939,PL-AG-G0-C0-C7-10-D,18364
519,398939,PL-AG-G0-C0-C7-12-A,18367
6587,398939,PL-AG-G0-C0-C7-16-A,18379
6587,398939,PL-AG-G0-C0-C7-16-A,18379
6587,398939,PL-AG-G0-C0-C7-16-A,18379
