SKU,Store,Bin,Bin Rank
15821,400357,LD-AG-G3-E3-E7-15-E,46652
15821,400357,LD-AG-G3-E3-E7-15-E,46652
7219,400357,LD-AG-G3-E3-E7-16-A,46654
8952,400357,LD-AG-G3-E3-E7-16-B,46655
8952,400357,LD-AG-G3-E3-E7-16-B,46655
236003,400357,LD-AG-G3-E3-E7-16-C,46656
8797,400357,LD-AF-G3-E3-E6-13-B,46673
172553,400357,LD-AF-G3-E3-E6-13-C,46674
164502,400357,LD-AF-G3-E3-E6-14-A,46678
20287,400357,LD-AF-G3-E3-E6-12-B,46691
131729,400357,LD-AF-G3-E3-E6-12-C,46692
5821,400357,LD-AF-G3-E3-E6-09-C,46698
8797,400357,LD-AF-G3-E3-E6-09-E,46700
24689,400357,LD-AF-G3-E3-E6-09-E,46700
55960,400357,LD-AF-G3-E3-E6-09-F,46701
5396,400357,LD-AF-G3-E3-E6-07-B,46709
25848,400357,LD-AF-G3-E3-E6-07-D,46711
25848,400357,LD-AF-G3-E3-E6-07-D,46711
149182,400357,LD-AF-G3-E3-E6-08-D,46717
128490,400357,LD-AF-G3-E3-E6-05-C,46722
3457,400357,LD-AF-G3-E3-E6-05-C,46722
15774,400357,LD-AF-G3-E3-E6-05-E,46724
22600,400357,LD-AF-G3-E3-E6-06-E,46730
3457,400357,LD-AF-G3-E3-E6-06-F,46731
171914,400357,LD-AF-G3-E3-E6-03-F,46737
8729,400357,LD-AF-G3-E3-E6-03-F,46737
16065,400357,LD-AF-G3-E3-E6-04-C,46740
90671,400357,LD-AF-G3-E3-E6-04-E,46742
142217,400357,LD-AF-G3-E3-E6-01-F,46749
61876,400357,LD-AF-G3-E3-E6-02-D,46753
141655,400357,LD-AF-G3-E3-E6-02-E,46754
182476,400357,LD-AE-G3-E3-E5-01-D,46759
20857,400357,LD-AE-G3-E3-E5-02-B,46763
73018,400357,LD-AE-G3-E3-E5-02-B,46763
103076,400357,LD-AE-G3-E3-E5-02-D,46765
188404,400357,LD-AE-G3-E3-E5-02-E,46766
197972,400357,LD-AE-G3-E3-E5-02-E,46766
19798,400357,LD-AE-G3-E3-E5-02-F,46767
19798,400357,LD-AE-G3-E3-E5-02-F,46767
9988,400357,LD-AE-G3-E3-E5-03-B,46769
17830,400357,LD-AE-G3-E3-E5-03-D,46771
20255,400357,LD-AE-G3-E3-E5-03-E,46772
19868,400357,LD-AE-G3-E3-E5-03-E,46772
13940,400357,LD-AE-G3-E3-E5-03-F,46773
130077,400357,LD-AE-G3-E3-E5-03-F,46773
12345,400357,LD-AE-G3-E3-E5-04-B,46775
12360,400357,LD-AE-G3-E3-E5-05-F,46785
182835,400357,LD-AE-G3-E3-E5-05-F,46785
89574,400357,LD-AE-G3-E3-E5-06-B,46787
243389,400357,LD-AE-G3-E3-E5-06-D,46789
5138,400357,LD-AE-G3-E3-E5-07-E,46796
254840,400357,LD-AE-G3-E3-E5-07-E,46796
4470,400357,LD-AE-G3-E3-E5-08-A,46798
3241,400357,LD-AE-G3-E3-E5-08-D,46801
19016,400357,LD-AE-G3-E3-E5-08-E,46802
19016,400357,LD-AE-G3-E3-E5-08-E,46802
5999,400357,LD-AE-G3-E3-E5-09-D,46807
5999,400357,LD-AE-G3-E3-E5-09-D,46807
10017,400357,LD-AE-G3-E3-E5-10-A,46810
14631,400357,LD-AE-G3-E3-E5-10-D,46813
19345,400357,LD-AE-G3-E3-E5-10-F,46815
23923,400357,LD-AE-G3-E3-E5-12-F,46827
15821,400357,LD-AE-G3-E3-E5-13-E,46832
15821,400357,LD-AE-G3-E3-E5-13-E,46832
8889,400357,LD-AE-G3-E3-E5-14-E,46838
73018,400357,LD-AE-G3-E3-E5-14-F,46839
181618,400357,LD-AE-G3-E3-E5-16-A,46846
17196,400357,LD-AE-G3-E3-E5-16-A,46846
17196,400357,LD-AE-G3-E3-E5-16-F,46851
12425,400357,LD-AD-G3-E3-E4-15-C,46854
46324,400357,LD-AD-G3-E3-E4-15-F,46857
208455,400357,LD-AD-G3-E3-E4-11-E,46880
22957,400357,LD-AD-G3-E3-E4-12-F,46887
20126,400357,LD-AD-G3-E3-E4-09-F,46893
23682,400357,LD-AD-G3-E3-E4-09-F,46893
22051,400357,LD-AD-G3-E3-E4-07-A,46900
255894,400357,LD-AD-G3-E3-E4-07-D,46903
8989,400357,LD-AD-G3-E3-E4-08-C,46908
186121,400357,LD-AD-G3-E3-E4-06-C,46920
26635,400357,LD-AD-G3-E3-E4-03-B,46925
26635,400357,LD-AD-G3-E3-E4-03-B,46925
26635,400357,LD-AD-G3-E3-E4-03-B,46925
182173,400357,LD-AD-G3-E3-E4-03-F,46929
8077,400357,LD-AD-G3-E3-E4-04-E,46934
26983,400357,LD-AD-G3-E3-E4-01-C,46938
19345,400357,LD-AD-G3-E3-E4-02-D,46945
24292,400357,LD-AD-G3-E3-E4-02-E,46946
19016,400357,LD-AC-G3-E3-E3-02-A,46948
103424,400357,LD-AC-G3-E3-E3-02-C,46950
103424,400357,LD-AC-G3-E3-E3-02-E,46952
81869,400357,LD-AC-G3-E3-E3-04-E,46958
6751,400357,LD-AC-G3-E3-E3-06-A,46960
23867,400357,LD-AC-G3-E3-E3-06-F,46965
13406,400357,LD-AC-G3-E3-E3-07-D,46969
25960,400357,LD-AC-G3-E3-E3-08-D,46975
208004,400357,LD-AC-G3-E3-E3-09-C,46980
217454,400357,LD-AC-G3-E3-E3-11-F,46995
23847,400357,LD-AC-G3-E3-E3-15-B,47015
429,400357,LD-AB-G3-E3-E2-16-C,47034
191623,400357,LD-AB-G3-E3-E2-12-C,47058
1790,400357,LD-AA-G3-E3-E1-08-B,47087
203195,400357,LD-AA-G3-E3-E1-08-E,47090
3535,400357,LD-AA-G3-E3-E1-10-A,47092
158754,400357,LD-AA-G3-E3-E1-10-C,47094
12390,400357,LD-AA-G3-E3-E1-10-D,47095
16262,400357,LD-AA-G3-E3-E1-14-A,47104
22640,400357,LD-AA-G3-E3-E1-16-F,47115
11671,400357,LD-AA-G3-E3-E1-16-F,47115
226995,400907,LD-AA-G3-D3-D1-04-B,34054
10548,400907,LD-AA-G3-D3-D1-04-F,34058
226995,400907,LD-AA-G3-D3-D1-06-E,34063
188618,400907,LD-AA-G3-D3-D1-06-E,34063
8962,400907,LD-AA-G3-D3-D1-06-F,34064
8961,400907,LD-AA-G3-D3-D1-10-D,34074
230374,400907,LD-AA-G3-D3-D1-10-D,34074
26950,400907,LD-AA-G3-D3-D1-10-E,34075
91502,400907,LD-AA-G3-D3-D1-12-E,34081
91502,400907,LD-AA-G3-D3-D1-12-E,34081
23923,400907,LD-AA-G3-D3-D1-14-C,34085
21537,400907,LD-AA-G3-D3-D1-14-C,34085
21537,400907,LD-AA-G3-D3-D1-14-E,34087
132950,400907,LD-AA-G3-D3-D1-14-F,34088
151391,400907,LD-AA-G3-D3-D1-14-F,34088
176522,400907,LD-AA-G3-D3-D1-16-C,34091
26384,400907,LD-AA-G3-D3-D1-16-D,34092
18054,400907,LD-AA-G3-D3-D1-16-E,34093
125863,400907,LD-AA-G3-D3-D1-18-A,34094
16372,400907,LD-AA-G3-D3-D1-18-A,34094
174485,400907,LD-AA-G3-D3-D1-18-E,34098
18054,400907,LD-AA-G3-D3-D1-18-E,34098
6052,400907,LD-AA-G3-D3-D1-18-F,34099
210500,400907,LD-AA-G3-D3-D1-18-F,34099
8307,400907,LD-AB-G3-D3-D2-17-A,34102
8307,400907,LD-AB-G3-D3-D2-17-A,34102
5243,400907,LD-AB-G3-D3-D2-17-B,34103
70238,400907,LD-AB-G3-D3-D2-17-B,34103
171052,400907,LD-AB-G3-D3-D2-17-E,34106
132189,400907,LD-AB-G3-D3-D2-17-F,34107
8307,400907,LD-AB-G3-D3-D2-15-C,34111
8307,400907,LD-AB-G3-D3-D2-15-C,34111
229739,400907,LD-AB-G3-D3-D2-14-F,34115
49754,400907,LD-AB-G3-D3-D2-13-F,34116
7294,400907,LD-AB-G3-D3-D2-13-A,34119
15958,400907,LD-AB-G3-D3-D2-13-C,34120
13474,400907,LD-AB-G3-D3-D2-11-B,34130
36984,400907,LD-AB-G3-D3-D2-11-E,34133
217454,400907,LD-AB-G3-D3-D2-12-A,34136
8306,400907,LD-AB-G3-D3-D2-12-A,34136
217454,400907,LD-AB-G3-D3-D2-12-A,34136
5997,400907,LD-AB-G3-D3-D2-09-A,34143
5997,400907,LD-AB-G3-D3-D2-09-A,34143
5997,400907,LD-AB-G3-D3-D2-09-A,34143
